user,rule_id,goal,user_type,situation,context,context_nl,item,item_nl,label
applicationExpert3,83,Wellbeing,Generic,Generic,none,none,corridor-alllight,ACTION: turn on the corridor lights,0
student2019-6,148,Safety,Generic,Generic,kitchen-lightlevel;alarms-alarms;kitchen-alllight,if the light in the kitchen is off it sends three alarms per notification with the words: Gas leak and turn on the light in the kitchen and ,kitchen-hue color light kitchen,change its color to red for 30 minutes,1
student2021-09,404,Security,Generic,GoingOut,entrance-door,close the door. ,reminders-reminders, send the notification 'The door is left open!' and ,1
student2021-07,390,Generic,Generic,Generic,relativeposition-typeofproximity,"When the user enters the house,  ",devices-alexa services,play news on Alexa.,1
student2019-20,221,EnergySaving,Generic,Generic,none,none,corridor-light strip corridor,changes the led light in the corridor to red,1
student2020-16,303,Comfort,Generic,Generic,livingroomlight-state;datetime-localtime,"the lights are off,  between 9 am and 4 pm and  ",livingroom-lightlevel,If the light in the room is not at a normal level ,1
student2020-12,280,Comfort,Generic,Generic,none,none,smalllight-state,the bedside light is not on (condition),0
student2021-05,382,Generic,Generic,Generic,relativeposition-typeofproximity;kitchen-smokesensor,if the user is out of the house When the fire sensor is activated  ,alarms-notificationmode,call the fire brigade,1
student2020-6,253,Organizing,Student,Generic,none,none,bedroom-activate,ACTION: Turn on the room lights gradually and,0
domainExpert8,69,"Comfort, Safety",Generic,Night,bedroom-motion;datetime-localtime;datetime-localtime, When  Bedroom motion becomes  active    and When time is    gt 22:00 minutes AND When time is    lt 23:59 minutes or ,datetime-localtime,When time is    gt 02:30 minutes AND,1
student2019-17,209,Comfort,Generic,Morning,none,none,reminders-reminders,send a notification to Simone saying 'Good morning!',1
student2021-05,382,Generic,Generic,Generic,kitchen-smokesensor,When the fire sensor is activated  ,alarms-notificationmode,call the fire brigade,1
student2019-7,152,Wellbeing,Generic,Generic,cognitive-emotionalstate;livingroomlight-state;livingroom-relax,If the user is sad and light in the lounge is off the system activates the lights in a relaxing way and ,reminders-reminders,asks the user if she want to listen to some music,1
student2019-15,195,EnergySaving,Generic,Generic,none,none,fridge-door,"When the fridge door is opened, ",1
student2020-1,229,Organizing,Student,Morning,bedroomlight-state;bedroom-activate,"the bedroom lights are off,   do start activating light scene in the bedroom,  ",reminders-reminders,activate a voice reminder to wake me up and make me study,1
student2019-14,191,Safety,Generic,Generic,none,none,kitchen-temperaturelevel,"the kitchen temperature is above 40,",1
student2021-05,382,Generic,Generic,Generic,none,none,bedroomportablelight-temperature,If the bedside light is above 5299K,0
student2021-04,378,"Wellbeing,Comfort",Generic,Morning,none,none,devices-alexa services, tune Alexa to deliver the day's news.,1
domainExpert7,60,Comfort,Generic,Generic,livingroom-lightlevel,the LivingRoom light level is very low ,home-securityintrusion,If there is an intrusion in the house and ,0
student2020-23,338,"Wellbeing,Organizing",Generic,BadWeather,bedroom-windowsensor,"the bedroom windows are open, ",currentweather-rain,When it rains and ,1
student2019-10,172,EnergySaving,Generic,Generic,reminders-reminders,"send the notification ""The refrigerator remained open"" ",tablet-state," if I have at least one device on (tablet),",0
student2021-08,398,WellBeing,Generic,Night,none,none,devices-tv,turn off the TV and ,1
student2020-25,345,EnergySaving,Generic,Generic,none,none,fridge-door,"If the fridge door is open, ",1
student2020-9,268,EnergySaving,Generic,Morning,alarms-alarms,"do send  two  alarms ""lights on""  by voice,  ",alarms-notificationmode,sound the alarm,0
domainExpert7,57,"Health, Wellbeing",Caregiver,Generic,datetime-localtime,When time becomes  09:00 minutes ,datetime-daytype,"it's a working day, ",0
applicationExpert4,111,"Health, Wellbeing",Generic,GoodWeather,datetime-localtime;datetime-localtime,time  is between 09:30 AND 11:00  time  is between 09:30 AND 11:00  ,currentweather-outdoorcondition, WHEN   Weather & Time outdoor condition becomes  clear sky  and,1
student2020-27,356,Wellbeing,Generic,Generic,cognitive-trainingresult,"If the result of the training is not well maintained between 18 and 18:45,  ",alarms-alarms,"send an alarm notification 'tomorrow you will train better, now shower!', And",1
applicationExpert4,101,Organizing,Caregiver,ElderlyAlone,none,none,datetime-localdate,Weather & Time date is  12-06-2020,1
student2020-13,289,Safety,Generic,Generic,bedroom-alllight,turn off all the lights in the bedroom and  ,bedroomlight-temperature,"the room light is reaching a temperature above 20 degrees, ",1
student2019-15,198,Comfort,Generic,Generic,bedroom-hue color light bedroom,"turn on the entrance lights, with white color, for 3 minutes. ",alarms-notificationmode,a siren alarm sounds and ,0
student2019-1,121,"Organizing, Wellbeing",Generic,ColdSeason,reminders-reminders,"the notification ""Remember to take your scarf and gloves!"" arrives reminding the user to take a scarf and gloves before leaving the house. ",currentweather-outdoortemperature, if the outside temperature is below 14  degrees,1
student2019-12,180,Generic,Generic,Generic,none,none,bedroom-lightlevel,"If the bedroom light is on, ",1
applicationExpert4,96,"Health, Wellbeing",Caregiver,Generic,none,none,alarms-alarms,"do send  one  alarm  ""More than 72 hours since the last connection to the Kwido application"" by mail to caregiver@email.com",1
student2019-2,126,Safety,Generic,Generic,none,none,currentweather-wind,if the wind outside is more than 5 km/h and ,0
student2020-3,239,Wellbeing,Generic,Night,bedroomlight-state,"and the bed light is off,  ",datetime-localtime, (at night) ,1
domainExpert7,59,"Health, Wellbeing",Caregiver,Generic,none,none,livingroom-activate,start activating light scene in the living room,0
student2021-10,407,"Comfort, Wellbeing",Generic,Generic,devices-tv,turn on the TV and  ,light-state,"the lights in the same room are on, ",1
applicationExpert4,108,"Health, Wellbeing",Generic,Generic,physiological-steps,Test-user daily footsteps is  less then  1000 ,reminders-reminders,"do send  one  reminder ""you should move more!""  by notification",1
student2021-04,377,"Wellbeing,Comfort",Generic,BadWeather,none,none,bedroom-window, close the bedroom window,1
student2019-9,168,Security,Generic,Generic,livingroom-motion;greatluminaire-state,if there is movement in the living room and the lights are off ,alarms-alarms, send a text message to the user saying: movement detected in the living room and,1
student2021-11,411,Wellbeing,Generic,Generic,none,none,all-relax,the system activates soothing lights throughout the house and ,0
student2020-14,294,EnergySaving,Generic,Generic,bedroom-alllight,turn off the light and  ,kitchen-changelightstate,do  turn off the colored  Kitchen Light ,0
student2021-01,364,"Comfort,Organizing",Generic,Generic,none,none,coffee machine-state,"the coffee machine is on, ",1
domainExpert4,3,Health,Caregiver,Generic,none,none,reminders-reminders,"send the reminder ""Exercises on the treadmill"" via email to caregiver.1@provider.it",1
domainExpert7,58,Wellbeing,Caregiver,Evening,datetime-localtime,time becomes  more then  22:00 minutes ,relativeposition-typeofproximity,When  Test-user   is  inside  livingroom and,1
student2019-16,203,Safety,Generic,Generic,none,none,kitchen-noiselevel,If the noise in the kitchen is greater than 60 db (example threshold) and ,0
student2021-06,388,Health,Generic,Generic,home-alllight, then turn on all the lights in the house and  ,reminders-reminders,"send me the email ""hearth rate too high""",1
student2021-13,423,"EnergySaving,Wellbeing",Generic,GoodWeather,currentweather-outdoortemperature,"outside the temperature exceeds 15 degrees,  ",livingroom-changelightstate,turn off the lights and ,1
applicationExpert4,98,"Health, Wellbeing",Generic,GoodWeather,none,none,twentyfourhoursweatherforecast-outdoorcondition,Weather & Time outdoor condition is  clear sky  and,1
domainExpert10,117,Generic,Generic,Generic,none,none,bathroom-doorsensor,"when the sensor is open, ",0
student2021-11,413,Security,Generic,Night,none,none,bedroom-changelightstate,turn on the lights in the bedroom.,1
student2019-19,216,Organizing,Generic,"BadWeather, GoingOut",currentweather-rain;currentweather-rainquantity,"If the weather is rainy and  the amount of rain is more than 10, ",entrancelight-state,"if the entrance light is off, ",0
student2021-12,419,EnergySaving,Generic,"GoingOut,Working",none,none,test-user-outsideposition,"When the user is in the office, ",1
domainExpert4,5,Generic,Caregiver,Debug,none,none,kitchen-changelightstate,shed some light in the kitchen,1
student2019-8,161,Safety,Generic,Generic,kitchen-gassensor, the gas sensor becomes active (event) ,currentweather-outdoorpressure,"if the external pressure exceeds 50, ",0
student2019-14,193,"Wellbeing, Safety",Caregiver,Morning,activity-wakingup,"If the test user has not woken up,  ",alarms-alarms,"send three alarms via sms to relative 1, ",1
student2019-9,169,"Wellbeing, Organizing",Generic,Morning,activity-wakingup;bedroomlight-state;bedroom-relax,if the user is awake and  the room light is on  activate the relaxing light mode and ,reminders-reminders, send a text message with the day's programs.,1
student2021-02,367,Comfort,Generic,Generic,entrance-changelightstate,turn on the entrance lights. ,entrance-doorsensor,"while the entrance door is open, ",1
student2019-18,213,"Comfort, Wellbeing",Generic,BadWeather,corridor-doorwindowsensor,(CONDITION 2) the windows are open ,kitchen-windowsensor,"the kitchen window is closed, ",0
student2020-26,353,Wellbeing,Generic,BadWeather,reminders-reminders;livingroom-relax,send a reminder notification saying: «storm coming» Turn on the relaxing light in the living room and  ,livingroomlight-state," If the color of the light in the living room is White, ",1
student2021-03,371,Wellbeing,Generic,Morning,bedroom-windowsensor,"If I don't open the shutters between 8 and 10, ",bedroom-changelightstate,turn on the light and ,1
student2019-5,144,"Organizing, Wellbeing",Student,Morning,none,none,test-user-sweatingtype,When the user's sweat rate becomes high and ,0
student2019-3,133,Wellbeing,Student,Generic,alarms-alarms," send her the message ""Call mum"" and ",cognitive-emotionalstate,If the user is not happy,1
student2020-4,241,"Comfort,Wellbeing",Generic,Generic,none,none,bathroom-windowsensor,"the bathroom window is closed, ",0
student2021-08,397,Security,Generic,Night,bedroom-changelightstate,turn on the bedroom light for 5 minutes. ,alarms-notificationmode,sound the alarm and ,1
applicationExpert4,94,Safety,Caregiver,"ElderlyAlone, Night",datetime-localtime,and time  is between 22:00 AND 07:00 ,datetime-localtime,and time  is between 22:00 AND 07:00,1
student2019-6,149,Wellbeing,Generic,Morning,none,none,corridor-smokesensor,If smoke is detected in the hallway and ,0
student2019-3,134,"Organizing, Wellbeing",Generic,Generic,reminders-reminders," send a text reminder ""Wake up"" to go to work ",kitchen-lightlevel,If it is daylight outside and ,0
student2019-3,132,EnergySaving,Generic,Generic,bedroomportablelight-state;relativeposition-typeofproximity,If the bedroom light is on and the user is not inside bedroom ,bedroom-alllight,turn it off and ,1
student2021-09,403,Organizing,Generic,Working,none,none,datetime-daytype,If it's a working day and,1
student2019-8,162,Safety,Family,Night,relativeposition-typeofproximity;reminders-reminders,"If the child is not in the bedroom in the time interval from 23:00 to 00:00 (condition with 'Not') send the parent (s) three alarms with the text ""Child is not in the bedroom!"" and ",bedroom-hue color light bedroom,turn on the light of (their) bedroom  setting it to red.,1
student2020-13,288,EnergySaving,Generic,Morning,kitchen-alllight;kitchenlight-state,"it will turn off all kitchen lights and  the kitchen light is on,  ",kitchen-lightlevel,If it is daylight outside and ,1
student2020-3,238,EnergySaving,Generic,Generic,alarms-alarms," warn the user with the message ""Close the fridge door!"" and ",kitchen-alllight,turn on the light.,1
student2021-15,432,Wellbeing,Generic,Evening,kitchen-changelightstate;devices-alexa services;kitchen alexa-vocalinput,the kitchen lights come on. Alexa turns on the music and  I say the phrase 'it's time to cook'  ,datetime-localtime,If it's later than 19:00 and ,1
student2019-10,173,Safety,Generic,Generic,kitchenlight-state,the kitchen light goes from being on to being turned off ,personaldata-age,the test user is over 75,0
student2019-13,189,EnergySaving,Generic,Generic,bathroom-alllight;reminders-reminders,"turn off the lights in the bathroom. send a notification ""You forgot the lights on in the bathroom"" and  ",bathroom-lightlevel,"the lights are on, ",1
student2020-5,249,"EnergySaving, Wellbeing",Generic,Night,none,none,kitchen alexa-vocalinput,I say the phrase 'it's time to cook' ,0
student2019-11,177,Safety,Generic,Generic,none,none,entrancelight-state,"if the entrance light is off, ",1
applicationExpert4,86,"Comfort, Wellbeing",Generic,Generic,none,none,livingroom-biorhythmlight,do start biorhythm light scene in the living room,1
student2020-6,253,Organizing,Student,Generic,none,none,kitchen-noiselevel,If the noise in the kitchen is greater than 60 db (example threshold) and ,1
student2019-17,208,Comfort,Generic,Generic,reminders-reminders;entrance-changelightstate;entrancelight-state," send a notification to Simone saying 'Welcome back!' turn them on for two minutes and the entrance lights are off,  ",entrance-motion,If the motion sensor at the entrance detects something and ,1
student2020-5,249,"EnergySaving, Wellbeing",Generic,Night,none,none,bedroom-alllight,turn them off and ,1
student2019-20,222,Comfort,Generic,BadWeather,none,none,currentweather-outdoorcondition,If the weather conditions are such that it rains and ,1
student2021-01,361,Comfort,Generic,Generic,none,none,home-alllight,all the lights in the house are switched on and ,1
student2020-4,243,Generic,Generic,BadWeather,none,none,sleep-bedoccupancy,When the user is in the bed and ,0
student2020-11,275,EnergySaving,Generic,Debug,reminders-reminders,"text me ""Remember not to leave the refrigerator door open."" ",home-heating,turn off the heating and ,0
student2019-13,188,Safety,Generic,Generic,kitchen-lightlevel,"the kitchen lights are off,  ",kitchen-smokesensor,If the smoke sensor is active and ,1
student2019-12,184,Organizing,Generic,Generic,none,none,bathroom-hue color light bathroom, change the bathroom light to red and ,1
student2020-19,317,Safety,Generic,Generic,none,none,kitchen-gassensor,if the gas is on ,1
student2021-05,383,"Wellbeing,Comfort",Generic,ColdSeason,heating system-state,"the heating is off,  ",home-heating,turn on the heating and ,1
applicationExpert2,65,"Comfort, Wellbeing",Generic,Evening,datetime-localtime,time becomes  22:00 minutes ,livingroom-relax,do start relaxing light scene in the living room,1
student2019-8,159,"Wellbeing, Health",Generic,GoodWeather,alarms-alarms,"it sends the alarm ""You did little exercise today. You should take a walk."" once to remind the user that it is better to be physically active and ",livingroom-hue color light living room, also turn on the lights of the living room  setting them to a yellow hue.,1
student2020-15,298,Comfort,Generic,Evening,livingroom-lightlevel;alarms-alarms,"if the living room light is off,  send a text message alarm saying ""lights on"" and then  ",livingroom-alllight,turn on the lights.,1
student2020-24,341,Generic,Generic,Generic,alarms-alarms,"send the voice memo ""The lights in the bathroom were on, I turned them off"" ",bathroom-smokesensor,If the smoke sensor is active and ,0
student2021-08,399,WellBeing,Generic,ColdSeason,heating system-state,"the heating system is on,  ",home-heating,turn off the heating system and ,1
student2021-05,383,"Wellbeing,Comfort",Generic,ColdSeason,home-heating,turn on the heating and  ,reminders-reminders,"send the reminder by notification ""It's cold today, the heating has been turned on"".",1
student2020-13,289,Safety,Generic,Generic,bedroomlight-temperature,"the room light is reaching a temperature above 20 degrees,  ",bedroom-alllight,turn off all the lights in the bedroom and ,1
student2020-23,338,"Wellbeing,Organizing",Generic,BadWeather,none,none,datetime-localdate,it's December 9th,0
student2020-1,228,Organizing,Generic,Generic,none,none,entrancelight-saturation,"the saturation is below 5, ",1
student2019-13,186,"EnergySaving, Wellbeing",Generic,Generic,none,none,livingroom-windowsensor,If the windows in the living room are open and ,1
student2021-11,411,Wellbeing,Generic,Generic,none,none,bathroom-humidity,When the humidity in the bathroom becomes greater than 70% and ,1
student2020-9,269,Generic,Generic,Debug,vocalinput-vocalstring,"When  Test-user vocal sentence becomes  turn on light in bathroom color white  ,   ",bathroom-alllight,"do  turn on all lights in the bathroom, ",1
student2019-1,121,"Organizing, Wellbeing",Generic,ColdSeason,datetime-localtime,At 07:30 in the morning ,currentweather-outdoortemperature, if the outside temperature is below 14  degrees,1
student2020-25,348,Comfort,Generic,Generic,alarms-alarms;livingroom-biorhythmlight;livingroomlight-temperature,"send an alarm notification with ""cold"" written; start the light biorhythm and  the light temperature is less than 20,  ",livingroom-lightlevel,If the living room is dark and ,1
student2019-1,121,"Organizing, Wellbeing",Generic,ColdSeason,datetime-localtime;currentweather-outdoortemperature,At 07:30 in the morning  if the outside temperature is below 14  degrees ,reminders-reminders,"the notification ""Remember to take your scarf and gloves!"" arrives reminding the user to take a scarf and gloves before leaving the house.",1
applicationExpert4,110,"Health, Wellbeing",Generic,Generic,reminders-reminders,"do send  one  reminder ""Keep trying  the results will improve!""  by notification ",cognitive-trainingresult,When  Test-user training result becomes  not progressing,1
student2020-17,308,Comfort,Generic,Generic,livingroom-lightlevel;livingroomlight-state;reminders-reminders,"if the living room light level is not bright and  the living room light status is off,  send the reminder ""You left the lights out in the living room!"" by sms to the user,  ",livingroom-alllight,turn on all the lights in the living room,1
student2021-13,424,"Comfort,Wellbeing",Generic,Generic,none,none,reminders-reminders,send reminders to vacuum clean when you have finished watching TV.,1
student2019-11,179,"Wellbeing, EnergySaving",Generic,ColdSeason,livingroom-windowsensor,"if the window sensor detects that it is open,  ",livingroom-temperaturelevel,When the living room temperature is below 10 degrees and ,1
student2021-15,431,Organizing,Generic,Working,none,none,datatime-localtime,If it's after 9:30 pm and,0
student2020-8,263,Wellbeing,Generic,ColdSeason,none,none,bathroom-activate,start the activating light scene in the bathroom and ,0
student2019-15,198,Comfort,Generic,Generic,entrancelight-state,If the entrance lights are off and  ,bedroom-gassensor,"If the gas sensor in the bedroom is not active between 01:00 and 06:00, ",0
student2019-7,151,Safety,Generic,Generic,alarms-alarms,warns him with three notifications to check that you have turned off the gas ,all-biorhythmlight,the system turns on the house lights intermittently and,1
student2021-12,417,Wellbeing,Generic,Generic,none,none,greatluminaire-state," but the lights are on, ",0
student2019-12,181,Wellbeing,Generic,BadWeather,currentweather-outdoorcondition;livingroom-windowsensor,"When there is dense fog outside the house and  the sensor in the living room window indicates that it is open, ",reminders-reminders, it sends a reminder via text message: It is advisable to close the living room window due to intense fog,1
student2020-3,237,Organizing,Generic,BadWeather,none,none,alarms-alarms,"notify the person with the SMS ""Close the window"".",1
student2021-09,400,Generic,Generic,ColdSeason,none,none,reminders-reminders,send me the notification: 'The heaters are on!'.,1
domainExpert9,80,"Health, Wellbeing",Caregiver,Generic,none,none,personaldata-age,the test user is over 75,0
student2020-16,301,Wellbeing,Generic,Generic,all-relax,the system activates soothing lights throughout the house and  ,datetime-localtime,"during the day, ",1
student2021-15,433,"Comfort, Organizing",Generic,GoingOut,entrance-doorsensor,"the front door is open,  ",home-allwindow,close all the windows and ,1
student2019-9,166,Generic,Generic,BadWeather,currentweather-rain, it is raining outside ,test-user-bedinout,When the user gets up (event) and,0
student2019-1,124,Safety,Caregiver,"ElderlyAlone, Night",bedroomportablelight-state;corridor-light strip corridor,when the bedside light is turned on a light strip of LEDs will be activated in the corridor for a period of 10 minutes in order to facilitate nocturnal movements within the house ,reminders-reminders,"a notification sms ""The bedside light is on"" will also be sent to a relative designated by",1
student2019-5,141,Generic,Generic,BadWeather,alarms-alarms," it sends two notifications ""Close the windows"" to the user ",livingroom-windowsensor,the windows (in the living room) are open,1
student2020-12,280,Comfort,Generic,Generic,none,none,tv-state,"the television is on, ",0
student2021-01,364,"Comfort,Organizing",Generic,Generic,none,none,relativeposition-typeofproximity,If the user is out of the bedroom and,0
student2019-3,132,EnergySaving,Generic,Generic,bedroom-alllight,turn it off and  ,reminders-reminders,"and notify him via the SMS ""Lights were on!"".",1
student2019-12,183,EnergySaving,Generic,Generic,none,none,kitchen-alllight,turns on the kitchen light.,1
applicationExpert4,94,Safety,Caregiver,"ElderlyAlone, Night",none,none,datetime-localtime,and time  is between 22:00 AND 07:00,1
applicationExpert4,111,"Health, Wellbeing",Generic,GoodWeather,datetime-localtime;datetime-localtime,time  is between 09:30 AND 11:00  time  is between 09:30 AND 11:00  ,currentweather-weathericon,If the weather weather icon is sun,0
student2019-10,172,EnergySaving,Generic,Generic,none,none,relativeposition-typeofproximity,If the user leaves the kitchen and,1
student2020-18,314,Wellbeing,Generic,Generic,none,none,reminders-reminders,send three voice reminders saying It's time to get out of bed !,1
student2019-12,181,Wellbeing,Generic,BadWeather,none,none,currentweather-outdoorcondition,When there is dense fog outside the house and ,1
student2021-14,428,Organizing,Generic,Morning,none,none,entrancelight-saturation,"the saturation is below 5, ",0
student2020-17,308,Comfort,Generic,Generic,livingroom-alllight,turn on all the lights in the living room ,reminders-reminders,"send the reminder ""You left the lights out in the living room!"" by sms to the user, ",1
applicationExpert4,85,"Health, Wellbeing",Caregiver,Generic,cognitive-trainingtime,Test-user training time becomes  less then  15 minutes ,bathroom-humidity,When the humidity in the bathroom becomes greater than 70% and ,0
student2019-10,172,EnergySaving,Generic,Generic,corridor-alllight,turn on the lights in the corridor and ,fridge-door, the refrigerator door is open,1
student2020-10,272,Organizing,Generic,"BadWeather, ColdSeason",none,none,reminders-reminders,"send 1 time a reminder via email to mario.rossi@mail.it saying ""Snow is expected tomorrow, remember to put on chains!""",1
student2019-18,213,"Comfort, Wellbeing",Generic,BadWeather,none,none,twentyfourhoursweatherforecast-outdoorcondition,Weather & Time outdoor condition is  clear sky  and,0
applicationExpert4,107,"Safety, Comfort",Generic,Night,none,none,bedroom-motion, WHEN   Bedroom motion becomes  active    and,1
student2020-27,359,Comfort,Generic,Generic,none,none,bathroom-alllight,turn on the bathroom light;,0
student2020-13,285,EnergySaving,Generic,Generic,none,none,entrance-changelightstate,turn on the entrance lights.,0
student2020-27,356,Wellbeing,Generic,Generic,alarms-alarms,"send an alarm notification 'tomorrow you will train better, now shower!', And ",cognitive-trainingresult,"If the result of the training is not well maintained between 18 and 18:45, ",1
student2019-12,181,Wellbeing,Generic,BadWeather,none,none,kitchen-coffeemachine, turn off the coffee machine and ,0
student2020-7,255,EnergySaving,Generic,Debug,reminders-reminders,"you get a voice message reminder ""Close the refrigerator!"" ",fridge-door,"When the refrigerator door is open, ",1
student2019-10,173,Safety,Generic,Generic,alarms-alarms;kitchenlight-state,it sends an alarm indicating the presence of smoke in the kitchen and  the kitchen light goes from being on to being turned off ,bedroomlight-temperature,"the room light is reaching a temperature above 20 degrees, ",0
student2021-06,385,Safety,Generic,Generic,none,none,datatime-localtime,If it's after 9:30 pm and,0
student2020-6,254,"Comfort,Safety",Generic,Generic,reminders-reminders;kitchen-alllight;kitchenlight-state,"send a voice reminder. then turn on the lights in the kitchen and   the light in the kitchen is off,  ",timeinsidearoom-timeinsidekitchen,When the user's time in the kitchen becomes greater than 1 minute and,1
student2019-11,179,"Wellbeing, EnergySaving",Generic,ColdSeason,reminders-reminders;livingroom-windowsensor,"please send me a reminder via notification if the window sensor detects that it is open,  ",livingroom-temperaturelevel,When the living room temperature is below 10 degrees and ,1
student2019-1,121,"Organizing, Wellbeing",Generic,ColdSeason,none,none,currentweather-outdoortemperature, if the outside temperature is below 14  degrees,1
student2019-20,220,EnergySaving,Generic,Generic,timeinsidearoom-timeinsidebedroom,If the user has been in the room for more than an hour and ,bathroom-changelightstate, do  turn on the  Bathroom Light for 5 minutes,0
student2021-15,434,Security,Generic,Night,alarms-notificationmode,turn on the alarm and  ,entrance-changelightstate,turn on the entrance lights.,1
student2020-3,239,Wellbeing,Generic,Night,none,none,bedroom-biorhythmlight,turn on the lights in biorhythm mode.,1
domainExpert4,7,Health,Caregiver,Generic,none,none,entrancelight-saturation,"the saturation is below 5, ",0
student2020-9,267,Organizing,Generic,"ColdSeason, BadWeather",reminders-reminders,"do send  the reminder  ""It's snowing!"" by sms to Laura ",corridorlightstrip-state,"the corridor light is on, ",0
student2019-14,191,Safety,Generic,Generic,none,none,alarms-alarms,"send three alarms by notification, ",1
student2020-14,292,Safety,Generic,Generic,none,none,reminders-reminders," it sends a voice alarm three times repeating ""Open the window, the gas level is too high""",1
student2020-9,266,EnergySaving,Generic,Night,alarms-alarms,"do send  two  alarms   by sms to me with text ""turn the ligths off"", ",cognitive-lastconnectiontime,if  Test-user last connection time is  more then  48 hours,0
student2021-15,431,Organizing,Generic,Working,none,none,bedroomportablelight-temperature,If the bedside light is above 5299K,0
student2020-15,295,EnergySaving,Generic,Generic,reminders-reminders,"send a text message reminder to me with ""refrigerator"" to remind me not to waste light and spoil food and act promptly by closing the door. ",fridge-door,"If the refrigerator door is open, ",1
student2019-8,161,Safety,Generic,Generic,none,none,kitchen-gassensor, the gas sensor becomes active (event),1
student2019-18,214,"Comfort, Wellbeing",Generic,Morning,none,none,cognitive-trainingtime,If the training time for the trial user is less than 20,0
student2021-08,397,Security,Generic,Night,bedroom-windowsensor;alarms-notificationmode,"If the bedroom window is not closed between 11pm and 6am,  sound the alarm and  ",bedroom-changelightstate,turn on the bedroom light for 5 minutes.,1
student2021-02,366,Health,Generic,Generic,alarms-notificationmode,turn on all the lights in the house and  ,test-user-leisure,"When the user watches TV,",0
applicationExpert4,86,"Comfort, Wellbeing",Generic,Generic,livingroom-lightlevel, LivingRoom light level is  low light ,kitchen alexa-vocalinput,I say the phrase 'it's time to cook' ,0
student2019-4,138,Organizing,Generic,BadWeather,alarms-alarms,send an alarm as a text message reminding you that it will rain tomorrow ,greatluminaire-state,the great luminaire is on,1
student2020-9,268,EnergySaving,Generic,Morning,alarms-alarms;kitchenlight-state,"do send  two  alarms ""lights on""  by voice,   Kitchen Light state is    on  ,   ",datetime-localtime,if time is    10:00 minutes and ,1
student2020-5,249,"EnergySaving, Wellbeing",Generic,Night,none,none,cognitive-lastconnectiontime,if  Test-user last connection time is  more then  48 hours,0
student2021-13,424,"Comfort,Wellbeing",Generic,Generic,tv-state;test-user-leisure,"if the user wants to watch TV and  the TV is on, ",home-robotvacuumcleaner, turn off the vacuum cleaner and ,1
student2020-16,303,Comfort,Generic,Generic,none,none,alarms-alarms,"activates a voice message that repeats once ""Low light level. I turn on the lights""",1
student2019-19,216,Organizing,Generic,"BadWeather, GoingOut",none,none,home-alllight,start an alarm siren,0
student2020-19,319,"Comfort,EnergySaving",Generic,Generic,none,none,relativeposition-typeofproximity,"when I enter the bathroom,",1
student2019-10,172,EnergySaving,Generic,Generic,reminders-reminders;corridor-alllight;fridge-door,"send the notification ""The refrigerator remained open"" turn on the lights in the corridor and  the refrigerator door is open ",relativeposition-typeofproximity,If the user leaves the kitchen and,1
student2020-7,259,Wellbeing,Generic,Generic,none,none,bedroom-changelightstate,the room lights come on.,1
student2020-16,303,Comfort,Generic,Generic,alarms-alarms;livingroom-alllight;livingroomlight-state,"activates a voice message that repeats once ""Low light level. I turn on the lights"" the system turns on the lights and  the lights are off,  ",datetime-localtime,between 9 am and 4 pm and ,1
student2020-6,251,EnergySaving,Generic,Night,reminders-reminders;bathroom-alllight,send a reminder (audio) then turn off the lights in the bathroom and  ,all-relax,the system activates soothing lights throughout the house and ,0
applicationExpert1,40,"Wellbeing, Health",Generic,GoodWeather,none,none,reminders-reminders,"do send  one  reminder ""Go outside to have a walk"" by notification",1
student2020-10,271,EnergySaving,Generic,Night,none,none,entrance-hue color light entrance,turn on the red hallway light for 5 minutes,1
student2019-7,151,Safety,Generic,Generic,none,none,all-biorhythmlight,the system turns on the house lights intermittently and,1
student2020-12,284,"Health,Wellbeing",Generic,Generic,none,none,bathroom-activate,start the activating light scene in the bathroom and ,1
student2020-18,314,Wellbeing,Generic,Generic,none,none,bedroom-alllight," turn on all the lights in the bedroom, ",1
student2019-13,189,EnergySaving,Generic,Generic,bathroom-alllight,turn off the lights in the bathroom. ,bathroomlight-state,"When the microwave door is open, ",0
applicationExpert4,115,"Health, Wellbeing",Caregiver,Generic,none,none,test-user-bodytemperature,When the body temperature is greater than 38 and ,0
student2019-13,188,Safety,Generic,Generic,none,none,kitchen-alllight,turns on the lights.,1
student2021-12,418,"Comfort, Wellbeing",Generic,Generic,light-state;livingroom-hue color light living room,"the light in the living room is off,  turn on the blue light and  ",kitchen-noiselevel,If the noise in the kitchen is greater than 60 db (example threshold) and ,0
student2019-3,131,EnergySaving,Generic,Generic,none,none,reminders-reminders," send the voice ""Fridge door left open"" message",1
student2021-05,382,Generic,Generic,Generic,none,none,relativeposition-typeofproximity,if the user is out of the house,1
applicationExpert4,107,"Safety, Comfort",Generic,Night,bedroom-motion, WHEN   Bedroom motion becomes  active    and ,datetime-localtime,time  is between 00:00 AND 06:00 ,1
domainExpert4,11,Health,Caregiver,Generic,none,none,bathroom-smokesensor,If the smoke sensor is active and ,0
student2019-5,142,Health,Generic,Generic,kitchen-hue color light kitchen,turn on the red lights in the kitchen for 1 minute and ,alarms-alarms," send two alarm ""Cardioaspirina"" notifications",1
student2020-1,229,Organizing,Student,Morning,none,none,bedroom-activate," do start activating light scene in the bedroom, ",1
