user,rule_id,goal,user_type,situation,context,context_nl,item,item_nl,label
student2021-09,401,"Comfort,Wellbeing",Generic,BadWeather,currentweather-outdoorcondition;livingroom-windowsensor,"When it is raining outside and  if the living room window is open,  ",entrance light-state,"If the outside lights are off,",0
student2019-7,152,Wellbeing,Generic,Generic,reminders-reminders;livingroom-relax;livingroomlight-state,asks the user if she want to listen to some music the system activates the lights in a relaxing way and light in the lounge is off ,bedroomportablelight-brightness,When the brightness of the portable light of the bedroom  becomes greater than 100,0
student2019-17,208,Comfort,Generic,Generic,entrancelight-state,"the entrance lights are off,  ",entrancelight-saturation,"the saturation is below 5, ",0
student2019-4,139,EnergySaving,Generic,Generic,relativeposition-typeofproximity,If the user is out of the bedroom and ,bedroom-gassensor,"If the gas sensor in the bedroom is not active between 01:00 and 06:00, ",0
student2019-16,204,Organizing,Generic,Generic,reminders-reminders;kitchen-hue color light kitchen,"send the SMS ""Check the microwave"" to Maria  turn the kitchen light red for 10 minutes and  ",bathroom-changelightstate, do  turn on the  Bathroom Light for 5 minutes,0
student2021-01,360,Generic,Generic,Generic,heating system-state,"When the heating system turns on,  ",currentweather-outdoortemperature,If the outside temperature is below 15 degrees and ,0
student2020-19,319,"Comfort,EnergySaving",Generic,Generic,bathroomlight-state;bathroom-alllight," if the bathroom light is off,  turn on the bathroom lights and then ",reminders-reminders, send me a reminder to remind me to turn off the light when I leave the room,1
student2020-12,280,Comfort,Generic,Generic,corridor-alllight,turn on the lights. ,corridor-motion,"When the sensor detects motion in the hallway, ",1
student2019-16,204,Organizing,Generic,Generic,kitchen-hue color light kitchen, turn the kitchen light red for 10 minutes and  ,microwave-door,"the microwave door is closed,",1
student2021-11,413,Security,Generic,Night,alarms-notificationmode,set on the alarm and  ,bathroomlight-brightness,"If the brightness in the bathroom becomes less than 5, ",0
student2020-25,349,Comfort,Generic,Generic,bathroom-alllight,turn it on and  ,kitchen-relax,"start relaxing the light scene in the kitchen,",0
student2019-13,189,EnergySaving,Generic,Generic,bathroom-lightlevel;reminders-reminders,"the lights are on,  send a notification ""You forgot the lights on in the bathroom"" and  ",bathroom-activate,start the activating light scene in the bathroom and ,0
student2020-4,243,Generic,Generic,BadWeather,currentweather-outdoorcondition,When there is fog outside and  ,kitchen-fridge,turn the refrigerator back on,0
student2019-7,152,Wellbeing,Generic,Generic,livingroomlight-state,light in the lounge is off ,cognitive-emotionalstate,If the user is sad and,1
student2021-11,410,Security,Generic,Generic,entrance-doorsensor,"When the front door is opened,  ",physiological-steps,if the Test-user daily steps are less than 5000,0
student2020-10,274,Wellbeing,Generic,Generic,bedroom-lightlevel,"the light level in the room is daylight level,  ",reminders-reminders,"send 3 times the notification ""The alarm rings in 5 minutes"" to the user and ",1
student2020-4,244,Comfort,Generic,Generic,entrance-alllight, turn on the entrance lights and  ,reminders-reminders,"notify me vocally with the message ""Someone at the entrance""",1
student2020-27,356,Wellbeing,Generic,Generic,bathroom-relax, activate relaxing lights in the bathroom. ,datetime-localdate,it's December 9th,0
student2021-08,399,WellBeing,Generic,ColdSeason,test-user-sweatingtype;heating system-state,"When the user's sweat rate becomes high and  the heating system is on,  ",home-heating,turn off the heating system and ,1
student2020-14,293,EnergySaving,Generic,Generic,livingroom-alllight;alarms-alarms,"turn off the light in the living room send an alert notification saying ""No need to keep the light on"" and  ",livingroomlight-state,"and the light in the living room is on, ",1
student2021-07,392,EnergySaving,Generic,Generic,home-alllight,turn off the lights. ,entrance-doorsensor," the front door is closed, ",1
student2021-01,364,"Comfort,Organizing",Generic,Generic,reminders-reminders;kitchen-changelightstate;coffee machine-state,"send a reminder via a notification to take out the trash. turn on the kitchen lights and  the coffee machine is on,  ",test-user-vocalsentence,"When the user says 'Alexa, make coffee' and ",1
student2019-20,224,Generic,Generic,Debug,reminders-reminders, send a reminder to turn them on. ,livingroom-relax,it starts a relaxing atmosphere and ,0
student2021-14,428,Organizing,Generic,Morning,datetime-localtime;living room alexa-state;devices-alexa services,"If it's 8pm and  Alexa is off,  activate Alexa with the news of the day and  ",livingroom-windowsensor,"and the sensors indicate the living room windows are open, ",0
student2019-6,149,Wellbeing,Generic,Morning,activity-wakingup,When the user wakes up ,bedroom-lightlevel, if the bedroom lights are off,1
domainExpert8,69,"Comfort, Safety",Generic,Night,datetime-localtime,When time is    lt 06:00 minutes ,bathroom-windowsensor,"the bathroom window is closed, ",0
student2021-03,372,"Wellbeing,Health",Generic,Generic,reminders-reminder;bedroom-window,remind me to drink some water close the window and  ,bedroom-temperature,"the room temperature is less than 20 °C, ",1
domainExpert5,33,Health,Caregiver,Generic,alarms-alarms,"send three notices ""Tenormin 1/4 pill"" by notification ",kitchen-changelightstate,the kitchen lights come on.,0
student2020-14,294,EnergySaving,Generic,Generic,bedroom-alllight;bedroomlight-state,"turn off the light and  the light in the bedroom is on,  ",relativeposition-typeofproximity,"If the user's location is not in the bedroom, and ",1
student2020-14,291,EnergySaving,Generic,GoingOut,reminders-reminders," it sends a notification saying ""I turned off the lights on,""  ",home-electricity,"If the electricity in the house is not on, ",0
student2021-10,409,EnergySaving,Generic,"GoingOut,Working",light-state,"if the main lights in the living room are on,  ",bathroom-lightlevel,"If the bathroom light remains on between 11:00 pm and 6:00 am, ",0
applicationExpert4,111,"Health, Wellbeing",Generic,GoodWeather,reminders-reminders;datetime-localtime,"do send  one  reminder ""weather is good  you should go out for a walk""  by notification time  is between 09:30 AND 11:00  ",datetime-localtime,time  is between 09:30 AND 11:00 ,1
student2020-9,268,EnergySaving,Generic,Morning,kitchen-alllight;alarms-alarms," turn off all lights in the kitchen do send  two  alarms ""lights on""  by voice,  ",corridor-smokesensor,If smoke is detected in the hallway and ,0
student2019-13,186,"EnergySaving, Wellbeing",Generic,Generic,livingroom-temperaturelevel,"the temperature drops to less than 20 degrees,  ",entrance-hue color light entrance,turn on the red hallway light for 5 minutes,0
student2021-05,381,Generic,Generic,Night,home-electricity,"If the electricity fails between 11pm and 7am (while you sleep),  ",fridge-door,"When the fridge door is open,",0
student2020-22,333,EnergySaving,Generic,Generic,corridor-alllight;alarms-alarms,"turn off all corridor lights send the user an alarm notification (Unused corridor lights, switch off) and  ",timeinsidearoom-timeinsidebathroom,When the tenant's time in the bathroom is more than 50 minutes and,0
student2019-1,124,Safety,Caregiver,"ElderlyAlone, Night",bedroomportablelight-state,when the bedside light is turned on ,corridor-light strip corridor,a light strip of LEDs will be activated in the corridor for a period of 10 minutes in order to facilitate nocturnal movements within the house,1
student2020-21,329,"Wellbeing,Health",Generic,Generic,physiological-heartrate;livingroomlight-color,"If the user's heart rate is greater than 90 and  the light in the living room is yellow, ",greatluminaire-state,"the lights are off, ",0
student2020-1,228,Organizing,Generic,Generic,entrance-lightlevel,If the entrance light is low or  ,entrancelight-saturation,"the saturation is below 5, ",1
student2020-4,243,Generic,Generic,BadWeather,alarms-alarms;greatluminaire-state,"send the notification ""fog"" to me and the lights are off,  ",currentweather-outdoorcondition,When there is fog outside and ,1
student2021-07,390,Generic,Generic,Generic,relativeposition-typeofproximity,"When the user enters the house,  ",cognitive-vocalemotionalstate,When the user's emotional state becomes angry and ,0
student2020-7,258,Safety,Generic,Generic,kitchen-hue color light kitchen,turn on the red lights in the kitchen for 5 minutes. ,kitchenlight-brightness, the brightness in the kitchen becomes less than 30%,0
student2020-10,274,Wellbeing,Generic,Generic,sleep-bedoccupancy,When the user is in the bed and  ,heating system-state," the heating is off, ",0
student2019-16,204,Organizing,Generic,Generic,reminders-reminders,"send the SMS ""Check the microwave"" to Maria ",timeinsidearoom-timeinsidebathroom,When the user's time in the bathroom is greater than 20 minutes and ,0
student2019-17,208,Comfort,Generic,Generic,entrance-motion,If the motion sensor at the entrance detects something and  ,entrancelight-state,"the entrance lights are off, ",1
student2020-26,353,Wellbeing,Generic,BadWeather,currentweather-outdoorcondition;livingroomlight-state;livingroom-relax,"If the weather forecast is thunderstorm and  If the color of the light in the living room is White,  Turn on the relaxing light in the living room and  ",kitchen-noiselevel,If the noise in the kitchen is greater than 60 db (example threshold) and ,0
student2021-06,387,Comfort,Generic,Generic,reminders-reminders,"send me the message ""You ruin your eyes!"" ",test-user-outsideposition,"If the user is not at work between 18:00 and 19:00, ",0
student2020-18,314,Wellbeing,Generic,Generic,bedroomportablelight-state,"and if the bedroom light is off, ",bedroomlight-state,"the lights are off,",0
domainExpert8,71,Health,Caregiver,Generic,datetime-localtime,When time becomes  08:00 minutes ,reminders-reminders,"do send  one  reminder ""Please measure blood sugar""  by notification",1
student2019-6,146,Generic,Generic,BadWeather,reminders-reminders;livingroom-windowsensor, send two text messages: Remember to close the windows  if the windows of the living room are open ,kitchen-smokesensor,When the fire sensor is activated ,0
student2019-5,144,"Organizing, Wellbeing",Student,Morning,bathroom-alllight;reminders-reminders,"turns on the bathroom lights sends two reminders ""Get up!!"" messages and ",bedroomportablelight-state,the bedside table light is on blue,1
student2020-12,283,Safety,Generic,Generic,microwave-door,"if the microwave door is open,  ",alarms-alarms,trigger the alarm beep three times,1
student2019-9,168,Security,Generic,Generic,greatluminaire-state;alarms-alarms,the lights are off  send a text message to the user saying: movement detected in the living room and ,all-alllight,turn on all the lights in the house.,1
student2019-8,156,"Wellbeing, EnergySaving",Generic,ColdSeason,corridor-doorwindowsensor, the sensor located in the corridor detects the open window (condition) ,cognitive-lastconnectiontime,if  Test-user last connection time is  more then  48 hours,0
student2019-3,132,EnergySaving,Generic,Generic,reminders-reminders;bedroom-alllight;relativeposition-typeofproximity,"and notify him via the SMS ""Lights were on!"". turn it off and  the user is not inside bedroom ",livingroom-window,close the window.,0
student2020-13,289,Safety,Generic,Generic,bedroomlight-temperature;bedroom-alllight,"the room light is reaching a temperature above 20 degrees,  turn off all the lights in the bedroom and  ",bathroom-alllight,turn off all the lights in the bathroom,0
student2020-9,268,EnergySaving,Generic,Morning,kitchen-alllight;alarms-alarms," turn off all lights in the kitchen do send  two  alarms ""lights on""  by voice,  ",currentweather-outdoorpressure,"if the external pressure exceeds 50, ",0
student2020-11,277,Organizing,Student,ColdSeason,currentweather-snow;datetime-localtime,"if it starts snowing and  it's 2 p.m.,  ",reminders-reminders,"text ""sister"" ""It's snowing! No beach volleyball at 2:20 p.m.""",1
student2019-11,179,"Wellbeing, EnergySaving",Generic,ColdSeason,reminders-reminders;livingroom-windowsensor,"please send me a reminder via notification if the window sensor detects that it is open,  ",livingroom-temperaturelevel,When the living room temperature is below 10 degrees and ,1
student2019-2,128,Safety,Generic,Generic,kitchenlight-brightness, the brightness in the kitchen becomes less than 30% ,kitchen-hue color light kitchen,turn on the red light in the kitchen and,1
student2020-8,264,Safety,Caregiver,Generic,bathroomlight-state,"the bathroom light is on,  ",timeinsidearoom-timeinsidebathroom,when a person is in the bathroom for more than ten minutes and ,1
student2021-04,377,"Wellbeing,Comfort",Generic,BadWeather,bedroom-window;currentweather-rain," close the bedroom window if the bedroom window is detected open by the sensor, ",bedroom-windowsensor,"When it rains, ",1
student2019-9,169,"Wellbeing, Organizing",Generic,Morning,activity-wakingup;bedroomlight-state;bedroom-relax,if the user is awake and  the room light is on  activate the relaxing light mode and ,entrance light-state,"If the outside lights are off,",0
student2019-11,178,Comfort,Generic,Generic,bedroomlight-state,"if the room light is off, ",test-user-bedinout,"I'm still in bed, ",0
domainExpert4,20,Health,Caregiver,Generic,activity-medicationname,if Eucreas evening was not taken between 8pm and 9pm ,entrance-alllight, turn on the entrance lights.,0
student2020-23,338,"Wellbeing,Organizing",Generic,BadWeather,bedroom-windowsensor,"the bedroom windows are open, ",sleep-sleepduration,"When the user's sleep duration is greater than 600 minutes (10 hours), ",0
student2021-13,420,Generic,Generic,Generic,entrance-doorsensor;devices-alexa services,the motion sensor is active  start alexa news and  ,hearth rate,"send  two  alarms ""hearth rate"" by notification",0
domainExpert10,117,Generic,Generic,Generic,bedroom-lightlevel,When  Bedroom light level becomes  no light ,bedroom-biorhythmlight,do start biorhythm light scene in the bedroom,1
student2021-07,392,EnergySaving,Generic,Generic,relativeposition-typeofproximity;entrance-doorsensor,"If you are out in the garden and  the front door is closed,  ",bedroom-alllight,turn off the colored lights and ,0
domainExpert7,58,Wellbeing,Caregiver,Evening,livingroom-relax;datetime-localtime,do start relaxing light scene in the living room time becomes  more then  22:00 minutes ,relativeposition-typeofproximity,When  Test-user   is  inside  livingroom and,1
student2019-18,211,Safety,Generic,Generic,relativeposition-typeofproximity, (CONDITION) the user is away from home  ,bedroomlight-state,"with the lights on, ",0
student2020-19,318,"Wellbeing,Organizing",Generic,Evening,datetime-localtime,if we are in the time slot between 8.00pm and  ,datetime-localdate,Weather & Time date is  12-06-2020,0
student2019-13,186,"EnergySaving, Wellbeing",Generic,Generic,livingroom-windowsensor;livingroom-temperaturelevel,"If the windows in the living room are open and  the temperature drops to less than 20 degrees,  ",reminders-reminders,"it sends the notification ""Temperature is less than 20 degrees and the windows are open!"" to the user.",1
student2020-19,315,Comfort,Generic,Generic,reminders-reminders,send me a text reminder twice saying «Someone is entering!» ,entrancelight-state,"when the light at the entrance turns on, ",1
domainExpert7,51,Comfort,Caregiver,Generic,relativeposition-typeofproximity,When Test-user   is  inside  livingroom and ,bedroomlight-temperature,"the room light is reaching a temperature above 20 degrees, ",0
student2020-26,353,Wellbeing,Generic,BadWeather,livingroom-relax,Turn on the relaxing light in the living room and  ,livingroomlight-state," If the color of the light in the living room is White, ",1
student2019-6,148,Safety,Generic,Generic,kitchen-gassensor,If the gas sensor is activated in the kitchen and ,entrance-motion,"if movement is detected at the entrance,",0
student2019-18,214,"Comfort, Wellbeing",Generic,Morning,activity-wakingup,TRIGGER (CONDITION): If the user has not yet got up between 9 and 9.30   ,bedroom-activate,ACTION: Turn on the room lights gradually and,1
student2019-9,168,Security,Generic,Generic,alarms-alarms, send a text message to the user saying: movement detected in the living room and ,greatluminaire-state,the lights are off,1
student2019-8,158,"Comfort, Organizing",Generic,Generic,reminders-reminders,it sends a reminder to the user to remind him to replace the light bulb ,bathroom-humiditylevel,When the humidity level in the bathroom is greater than 65% and ,0
student2019-18,212,Health,Caregiver,ElderlyAlone,physiological-heartrate,TRIGGER: (EVENT) If the heart rate exceeds 200 beats and  ,activity-medicationname,(CONDITION) the heart medicine has not been taken ,1
student2019-3,134,"Organizing, Wellbeing",Generic,Generic,datetime-localdate,it's December 9th ,entrance-temperaturelevel,If the entrance temperature becomes less than 15 degrees and ,0
student2020-20,324,Wellbeing,Generic,Working,livingroom-lightlevel,"the living room light is on,  ",livingroom-relax,start a relaxing light scene in the living room and ,1
student2020-26,351,Security,Generic,Night,bedroom-hue color light bedroom,turn the bedroom lights red ,currentweather-outdoorpressure,"if the external pressure exceeds 50, ",0
applicationExpert4,91,EnergySaving,Generic,GoingOut,all-alllight,do  turn off all lights in the house ,relativeposition-typeofproximity,When  Test-user   is  outside house,1
domainExpert5,35,Health,Caregiver,Generic,activity-medicationname,If Aplactin 20 mg 1 cp/die has not been taken between 8:00pm and 8:20pm ,entrance-alllight,turn on the entrance lights and ,0
applicationExpert4,99,Comfort,Generic,Generic,relativeposition-typeofproximity, WHEN   Test-user   is  inside  kitchen and  ,kitchen-lightlevel,Kitchen light level is  low light ,1
student2021-13,424,"Comfort,Wellbeing",Generic,Generic,reminders-reminders,send reminders to vacuum clean when you have finished watching TV. ,timeinsidearoom-timeinsidekitchen,When the user's time in the kitchen becomes greater than 1 minute and,0
student2019-6,148,Safety,Generic,Generic,alarms-alarms,it sends three alarms per notification with the words: Gas leak and ,bedroom-changelightstate,turn it on and ,0
student2019-6,148,Safety,Generic,Generic,kitchen-lightlevel;alarms-alarms;kitchen-alllight,if the light in the kitchen is off it sends three alarms per notification with the words: Gas leak and turn on the light in the kitchen and ,test-user-sweatingtype,When the user's sweat rate becomes high and ,0
student2020-16,300,EnergySaving,Generic,Generic,fridge-door,"When the fridge door is open, ",reminders-reminders,the system warns the user through a voice message «The fridge is open»,1
applicationExpert4,107,"Safety, Comfort",Generic,Night,bedroom-motion;datetime-localtime;datetime-localtime, WHEN   Bedroom motion becomes  active    and time  is between 00:00 AND 06:00  time  is between 00:00 AND 06:00  ,corridor-light strip corridor,do  turn on the  Light Strip Corridor for 5 minutes,1
student2021-01,361,Comfort,Generic,Generic,test-user-outsideposition,"If the user is not at work between 18:00 and 19:00,  ",home-alllight,all the lights in the house are switched on and ,1
student2020-24,342,"Wellbeing,Organizing",Generic,BadWeather,reminders-reminders;livingroom-windowsensor,"send the voice memo ""You left the windows open!"" and the sensors indicate the living room windows are open,  ",all-alllight,turn on all lights.,0
student2020-24,344,Comfort,Generic,Generic,livingroom-livingroom-greatluminare,turn on the large living room light and  ,livingroomlight-state,"the living room lights are off, ",1
domainExpert5,27,Safety,Caregiver,ElderlyAlone,relativeposition-typeofproximity;datetime-localtime,when the test user goes out and the time is between 21:00 and 22:00 ,datetime-localtime,the time is between 21:00 and 22:00,1
student2020-10,273,Comfort,Generic,Generic,entrance-doorsensor,If the entrance door sensor is open or  ,devices-smartphonetv,turn on your mobile and ,0
student2021-09,401,"Comfort,Wellbeing",Generic,BadWeather,currentweather-outdoorcondition;livingroom-windowsensor,"When it is raining outside and  if the living room window is open,  ",livingroom-window,close the window.,1
student2021-06,388,Health,Generic,Generic,tablet-state," if I have at least one device on (tablet), ",pc-state," if I have at least one device on (pc),",1
applicationExpert4,102,Wellbeing,Generic,Generic,livingroom-relax, do start relaxing light scene in the living room ,entrance-windowsensor, if the sensor of the window is active and,0
student2019-13,186,"EnergySaving, Wellbeing",Generic,Generic,livingroom-windowsensor;livingroom-temperaturelevel,"If the windows in the living room are open and  the temperature drops to less than 20 degrees,  ",reminders-reminders,"it sends the notification ""Temperature is less than 20 degrees and the windows are open!"" to the user.",1
student2020-4,244,Comfort,Generic,Generic,relativeposition-typeofproximity;entrancelight-state,"If there is someone in the entrance and  the lights are not on between 4 p.m. and 6 a.m., ",entrance-alllight, turn on the entrance lights and ,1
student2020-19,317,Safety,Generic,Generic,reminders-reminders;kitchen-gassensor,send me a reminder notification to remind me to turn off the stove if the gas is on  ,livingroom-lightlevel,"if the living room light is off, ",0
student2020-19,316,Security,Generic,Night,alarms-alarms,send 3 alarm SMS notifications and at the same time  ,tablet-state," if I have at least one device on (tablet),",0
applicationExpert1,43,Generic,Caregiver,Generic,bedroom-motion;datetime-localtime,When  Bedroom motion becomes  active and If time  is between 17:55 AND 18:00 ,datetime-localtime,If time  is between 17:55 AND 18:00,1
student2019-3,130,"Organizing, Wellbeing",Student,Morning,datetime-localtime,it's 7am ,kitchen-motion,the motion sensor in the kitchen does not detect movement (condition),0
student2021-07,392,EnergySaving,Generic,Generic,relativeposition-typeofproximity;entrance-doorsensor,"If you are out in the garden and  the front door is closed,  ",home-alllight,turn off the lights.,1
student2021-02,369,Safety,Generic,Generic,reminders-reminders,"send a notification saying: ""the microwave has been turned off"" ",kitchen-microwave,turn off the microwave oven and ,1
student2020-3,239,Wellbeing,Generic,Night,datetime-localtime;bedroomlight-state;alarms-alarms," (at night)  and the bed light is off,  I ask the user if he is ok and  ",test-user-bodytemperature,When the body temperature is greater than 38 and ,0
student2021-09,404,Security,Generic,GoingOut,entrance-doorsensor,"if the front door is open, ",datetime-daytype,If it's a working day and,0
student2021-05,383,"Wellbeing,Comfort",Generic,ColdSeason,currentweather-outdoortemperature;heating system-state,"If the outside temperature is below 15 degrees and  the heating is off,  ",home-heating,turn on the heating and ,1
student2020-2,233,Wellbeing,Generic,ColdSeason,bathroom-hue color light bathroom,turn on a red light in the bathroom. ,bathroom-temperaturelevel,"the temperature in the bathroom is 11 degrees, ",1
student2020-19,319,"Comfort,EnergySaving",Generic,Generic,bathroom-alllight,turn on the bathroom lights and then ,bathroomlight-state," if the bathroom light is off, ",1
student2019-13,189,EnergySaving,Generic,Generic,relativeposition-typeofproximity;bathroom-lightlevel;reminders-reminders,"If the user has left the bathroom and  the lights are on,  send a notification ""You forgot the lights on in the bathroom"" and  ",bathroom-alllight,turn off the lights in the bathroom.,1
student2020-12,283,Safety,Generic,Generic,alarms-alarms,trigger the alarm beep three times ,microwave-door,"if the microwave door is open, ",1
student2019-1,124,Safety,Caregiver,"ElderlyAlone, Night",bedroomportablelight-state,when the bedside light is turned on ,personaldata-age,If the user is over 70 years old,1
student2020-7,258,Safety,Generic,Generic,kitchen-hue color light kitchen;reminders-reminders,turn on the red lights in the kitchen for 5 minutes. a voice alarm message 'food is burnt!' and  ,light-state,"if the main lights in the living room are on, ",0
student2020-25,348,Comfort,Generic,Generic,alarms-alarms;livingroom-biorhythmlight,"send an alarm notification with ""cold"" written; start the light biorhythm and  ",kitchenlight-brightness, the brightness in the kitchen becomes less than 30%,0
student2021-02,368,Comfort,Generic,Morning,datetime-localtime;bedroomlight-state;devices-alexa services,"If it's 7:30 am and  the bedroom lights are off,  ask Alexa to play music and ",living room alexa-state,"Alexa is off, ",0
student2020-25,347,Wellbeing,Generic,Generic,kitchen-windowsensor,"the window is closed,  ",livingroom-smokesensor,If smoke is detected in the kitchen and ,1
student2021-06,388,Health,Generic,Generic,pc-state;tablet-state," if I have at least one device on (pc),  if I have at least one device on (tablet), ",living room alexa-state,"Alexa is off, ",0
applicationExpert4,87,Wellbeing,Generic,Evening,datetime-localtime,if time  is between 21:00 AND 23:00  ,microwave-state,If the microwave oven turns on ,0
student2020-17,306,EnergySaving,Generic,Generic,reminders-reminders,"send the notification ""You forgot the light on in the living room! I will take care of that, be careful!"", ",livingroom-alllight,turn off all lights in the living room,1
student2020-4,244,Comfort,Generic,Generic,entrance-alllight, turn on the entrance lights and  ,entrancelight-state,"the lights are not on between 4 p.m. and 6 a.m.,",1
student2021-04,378,"Wellbeing,Comfort",Generic,Morning,datetime-localtime;test-user-bedinout;bedroom-changelightstate,"If it's 9am and  I'm still in bed,  turn on the bedroom lights for 10 minutes and ",entrance-lightlevel,If the entrance light is low or ,0
student2020-19,316,Security,Generic,Night,entrance-doorsensor,"if the entrance door is not closed between 1 and 5 am,  ",alarms-alarms,send 3 alarm SMS notifications and at the same time ,1
student2019-16,201,Generic,Generic,BadWeather,livingroom-windowsensor,"the living room window sensor is open,  ",corridor-light strip corridor,turn on the emergency light in the corridor.,0
applicationExpert4,108,"Health, Wellbeing",Generic,Generic,physiological-steps,Test-user daily footsteps is  less then  1000 ,bathroom-temperaturelevel,"if the bathroom temperature is below 20 °C,",0
student2021-03,374,Comfort,Generic,Morning,datetime-localtime,If it's 8:00 am and  ,entrance-temperaturelevel,If the entrance temperature becomes less than 15 degrees and ,0
student2020-17,309,Safety,Caregiver,Generic,corridor-alllight;alerts-alerts;corridorlightstrip-state,"send the alert by notification ""The light strip in the corridor has gone out, be careful!"" turn on the light strip corridor,  and the corridor light strip status turns off,  ",kitchen-changelightstate,do  turn off the colored  Kitchen Light ,0
student2020-10,272,Organizing,Generic,"BadWeather, ColdSeason",reminders-reminders;twentyfourhoursweatherforecast-outdoortemperature,"send 1 time a reminder via email to mario.rossi@mail.it saying ""Snow is expected tomorrow, remember to put on chains!"" if the outside temperature is 0 degrees,  ",twentyfourhoursweatherforecast-outdoorcondition,When the weather forecast predicts snow or ,1
student2019-14,191,Safety,Generic,Generic,alarms-alarms,"send three alarms by notification,  ",livingroom-window,close the windows in the living room.,0
student2019-13,188,Safety,Generic,Generic,kitchen-alllight;alarms-alarms,"turns on the lights. it sends 2 sms to the user ""Smoke in the kitchen!!!"" and ",all-relax,the system activates soothing lights throughout the house and ,0
student2021-11,411,Wellbeing,Generic,Generic,bathroom-windowsensor,"the bathroom window is closed,  ",bathroom-humidity,When the humidity in the bathroom becomes greater than 70% and ,1
student2019-18,214,"Comfort, Wellbeing",Generic,Morning,bedroom-activate,ACTION: Turn on the room lights gradually and ,activity-wakingup,TRIGGER (CONDITION): If the user has not yet got up between 9 and 9.30  ,1
student2021-15,430,Comfort,Generic,"Morning,Working",kitchen-coffeemachine;datetime-daytype,"turn on the coffee machine. it's a working day,  ",tablet-state," if I have at least one device on (tablet),",0
student2020-19,318,"Wellbeing,Organizing",Generic,Evening,datetime-localtime;datetime-localtime;kitchenlight-state,"if we are in the time slot between 8.00pm and  9.00pm, and  if the light in the kitchen is off  ",alarms-alarms,send me an alarm notification to warn me that it is dinner time and at the same time ,1
student2020-3,239,Wellbeing,Generic,Night,physiological-heartrate,If the heart rate exceeds 100 bpm ,datetime-localtime, (at night) ,1
student2021-06,387,Comfort,Generic,Generic,livingroom-lightlevel,If the light in the living room is too low and  ,reminders-reminder,remind me to drink some water,0
student2019-15,199,"Comfort, Safety",Generic,Generic,bathroomlight-state;bathroom-alllight," if the bathroom lights are off [condition],  turn on the bathroom lights and  ",reminders-reminders,send the voice notification 'Watch the step',1
student2020-17,307,Generic,Generic,BadWeather,alarms-alarms;currentweather-rainquantity,"send the alert ""Unplug everything and check for flooding!"" via SMS to the user the amount of rain is more than 40,  ",currentweather-outdoorcondition,When the outdoor weather conditions become thunderstorms and ,1
student2020-3,239,Wellbeing,Generic,Night,bedroom-biorhythmlight;alarms-alarms,turn on the lights in biorhythm mode. I ask the user if he is ok and  ,bedroomlight-state,"and the bed light is off, ",1
student2021-07,390,Generic,Generic,Generic,devices-alexa services,play news on Alexa. ,relativeposition-typeofproximity,"When the user enters the house, ",1
student2020-18,313,Security,Generic,Generic,entrancelight-state;alarms-alarms,"if the entrance light is off,  send an alarm via notification with the words ""Noise perceived at the entrance!"",  ",entrance-alllight,turn on the entrance light,1
student2020-4,241,"Comfort,Wellbeing",Generic,Generic,livingroom-temperaturelevel;alarms-alarms,"If the living room temperature is not 25 ° C between 1pm and 10pm  text me ""Fix the living room temperature"" and  ",livingroom-alllight,turn on the living room lights,1
student2020-22,333,EnergySaving,Generic,Generic,corridorlightstrip-state;alarms-alarms,"the corridor light is on,  send the user an alarm notification (Unused corridor lights, switch off) and  ",corridorlightstrip-color,"the light streaks glow red, ",0
student2021-02,368,Comfort,Generic,Morning,bedroom-changelightstate;devices-alexa services;bedroomlight-state," turn on the bedroom lights. ask Alexa to play music and the bedroom lights are off,  ",livingroomlight-state,light in the lounge is off,0
student2021-08,396,Safety,Generic,Generic,kitchen-windowsensor,"the kitchen window is closed,  ",kitchen alexa-vocalinput,I say the phrase 'it's time to cook' ,0
student2020-9,265,EnergySaving,Generic,Debug,microwave-door,"if microwave door is open ,  ",kitchen-alllight,turn off all kitchen lights,0
student2021-02,369,Safety,Generic,Generic,kitchen-microwave,turn off the microwave oven and  ,relativeposition-typeofproximity,"while I'm away from home, ",1
student2019-13,189,EnergySaving,Generic,Generic,reminders-reminders,"send a notification ""You forgot the lights on in the bathroom"" and  ",bathroom-alllight,turn off the lights in the bathroom.,1
student2021-01,363,Security,Generic,Generic,entrance-doorsensor,"the front door is open,  ",currentweather-outdoorpressure,"if the external pressure exceeds 50, ",0
student2019-1,122,Organizing,Student,Morning,bedroom-motion;alarms-alarms,"If no movements are recorded by the sensor placed in the bedroom between 07:00 and 07:15 in the morning an alarm sounds 3 times notifying: ""Wake up  you'll be late"" and ",bedroom-activate,the lights in the room will turn on.,1
student2019-3,130,"Organizing, Wellbeing",Student,Morning,alarms-alarms,"send the text message ""Lights on"" to me and  ",datetime-localtime,it's 7am,1
student2019-5,143,Wellbeing,Generic,Generic,alarms-alarms;bedroom-alllight,"it sends two alarm messages ""Low temperature in bedroom"" to the user turns on neutral lights in the room and ",bedroomlight-color,the room lights are blue,1
student2021-02,369,Safety,Generic,Generic,reminders-reminders;kitchen-microwave,"send a notification saying: ""the microwave has been turned off"" turn off the microwave oven and  ",corridor-light strip corridor,activates the track of led lights in the corridor for one minute  setting them to light blue and,0
